Company Name,Logo,Location,Website:
 Omure ,https://we-work-remotely.imgix.net/logos/0074/5169/logo.gif?ixlib=rails-4.0.0&w=50&h=50&dpr=2&fit=fill&auto=compress," New York, NY, USA",http://omure.com/
